Production Date,Units Produced,Operational Costs,Equipment Downtime
2021-09-26,165,3426,2
2021-09-27,92,2874,1
2021-09-28,74,2064,0
2021-09-29,108,1345,0
2021-09-30,126,4172,2
2021-10-01,165,1397,1
2021-10-02,76,1943,1
2021-10-03,176,3007,0
2021-10-04,55,1543,0
2021-10-05,94,4736,0
2021-10-06,90,3201,3
2021-10-07,163,2614,1
2021-10-08,146,4592,0
2021-10-09,95,1459,1
2021-10-10,147,1807,0
2021-10-11,157,1333,2
2021-10-12,133,1741,1
2021-10-13,149,2331,0
2021-10-14,183,1268,1
2021-10-15,136,1738,3
2021-10-16,151,2619,2
2021-10-17,196,4117,0
2021-10-18,145,2598,0
2021-10-19,93,3195,0
2021-10-20,166,4705,2
2021-10-21,118,1691,1
2021-10-22,60,2358,1
2021-10-23,87,2894,1
2021-10-24,52,2946,3
2021-10-25,147,4500,1
2021-10-26,118,2810,1
2021-10-27,107,4089,1
2021-10-28,106,4490,1
2021-10-29,100,3929,3
2021-10-30,163,2714,1
2021-10-31,105,2938,1
2021-11-01,106,1014,3
2021-11-02,169,2038,1
2021-11-03,151,4452,2
2021-11-04,103,2742,2
2021-11-05,79,4632,0
2021-11-06,146,2107,3
2021-11-07,184,1736,3
2021-11-08,160,4932,0
2021-11-09,106,1816,3
2021-11-10,130,4360,0
2021-11-11,123,3627,2
2021-11-12,184,4950,0
2021-11-13,133,1106,0
2021-11-14,130,3762,3
2021-11-15,115,4366,3
2021-11-16,62,1290,1
2021-11-17,131,2993,3
2021-11-18,148,3349,1
2021-11-19,156,2950,3
2021-11-20,148,3089,1
2021-11-21,122,3451,1
2021-11-22,63,1106,3
2021-11-23,127,1700,3
2021-11-24,104,3434,1
2021-11-25,55,1365,0
2021-11-26,141,4194,0
2021-11-27,57,3146,2
2021-11-28,75,3516,3
2021-11-29,122,4185,2
2021-11-30,185,4847,2
2021-12-01,151,3722,2
2021-12-02,196,2532,3
2021-12-03,135,2525,1
2021-12-04,84,4359,0
2021-12-05,154,4652,1
2021-12-06,124,3660,2
2021-12-07,64,3698,1
2021-12-08,125,4639,3
2021-12-09,122,4972,2
2021-12-10,59,2503,3
2021-12-11,103,1481,3
2021-12-12,134,1354,2
2021-12-13,151,4401,1
2021-12-14,102,1972,3
2021-12-15,125,3830,2
2021-12-16,184,2295,1
2021-12-17,60,2456,2
2021-12-18,80,3740,2
2021-12-19,139,3522,1
2021-12-20,172,3728,3
2021-12-21,165,4749,1
2021-12-22,172,1085,0
2021-12-23,165,3308,1
2021-12-24,113,1154,2
2021-12-25,93,1732,1
2021-12-26,161,1787,3
2021-12-27,194,3042,1
2021-12-28,135,2672,3
2021-12-29,87,2276,2
2021-12-30,190,1320,1
2021-12-31,50,1907,2
2022-01-01,166,1947,1
2022-01-02,194,2208,0
2022-01-03,185,3771,0
2022-01-04,179,4651,2
2022-01-05,149,4975,2
2022-01-06,186,4513,0
2022-01-07,114,1110,0
2022-01-08,188,4714,0
2022-01-09,99,4560,1
2022-01-10,159,4300,1
2022-01-11,133,3372,1
2022-01-12,51,2603,3
2022-01-13,76,3438,0
2022-01-14,52,2892,3
2022-01-15,85,2725,0
2022-01-16,89,4826,0
2022-01-17,169,4816,2
2022-01-18,99,1880,2
2022-01-19,199,4190,1
2022-01-20,111,3016,1
2022-01-21,113,4814,3
2022-01-22,140,2734,2
2022-01-23,177,3785,0
2022-01-24,85,2206,2
2022-01-25,146,1953,0
2022-01-26,56,1995,1
2022-01-27,156,2829,2
2022-01-28,53,4572,0
2022-01-29,69,2776,3
2022-01-30,115,1422,1
2022-01-31,117,4528,0
2022-02-01,164,4421,2
2022-02-02,170,1575,3
2022-02-03,88,4671,2
2022-02-04,86,1430,2
2022-02-05,97,4170,2
2022-02-06,189,3104,0
2022-02-07,115,2487,2
2022-02-08,100,1218,1
2022-02-09,91,3910,1
2022-02-10,85,4227,2
2022-02-11,163,3004,3
2022-02-12,129,3894,0
2022-02-13,120,3439,0
2022-02-14,82,4482,0
2022-02-15,196,4868,1
2022-02-16,70,2892,1
2022-02-17,123,4622,0
2022-02-18,191,3800,3
2022-02-19,127,2758,3
2022-02-20,124,2095,0
2022-02-21,127,4387,2
2022-02-22,195,1093,0
2022-02-23,132,1893,0
2022-02-24,73,4393,2
2022-02-25,152,2450,1
2022-02-26,102,1067,2
2022-02-27,194,3753,1
2022-02-28,115,2995,2
2022-03-01,71,3623,0
2022-03-02,157,1945,3
2022-03-03,78,1515,2
2022-03-04,69,1912,1
2022-03-05,185,3468,2
2022-03-06,65,4845,3
2022-03-07,72,3276,2
2022-03-08,61,1325,3
2022-03-09,110,3142,2
2022-03-10,193,1334,2
2022-03-11,109,3410,2
2022-03-12,63,1371,2
2022-03-13,156,1266,3
2022-03-14,188,3161,3
2022-03-15,52,4240,1
2022-03-16,167,2628,0
2022-03-17,170,4241,2
2022-03-18,183,4943,0
2022-03-19,96,2014,0
2022-03-20,73,2264,2
2022-03-21,99,3993,2
2022-03-22,167,2648,1
2022-03-23,137,2835,1
2022-03-24,115,1454,2
2022-03-25,123,2760,3
2022-03-26,82,4936,2
2022-03-27,117,4810,1
2022-03-28,61,4941,1
2022-03-29,128,1849,0
2022-03-30,198,3892,1
2022-03-31,165,2910,1
2022-04-01,138,1253,0
2022-04-02,54,3113,3
2022-04-03,182,4511,3
2022-04-04,182,4663,1
2022-04-05,143,2644,0
2022-04-06,127,2279,3
2022-04-07,188,4317,1
2022-04-08,189,1679,0
2022-04-09,62,4090,2
2022-04-10,91,1465,3
2022-04-11,199,3329,1
2022-04-12,54,4517,2
2022-04-13,199,4321,3
2022-04-14,167,2067,2
2022-04-15,114,1635,1
2022-04-16,163,1449,1
2022-04-17,126,4298,1
2022-04-18,110,1048,3
2022-04-19,157,1483,0
2022-04-20,120,1737,1
2022-04-21,56,2385,3
2022-04-22,96,4183,1
2022-04-23,158,2414,0
2022-04-24,100,1939,1
2022-04-25,112,1960,0
2022-04-26,135,2738,3
2022-04-27,54,2930,2
2022-04-28,56,3848,2
2022-04-29,156,3651,3
2022-04-30,54,4758,0
2022-05-01,75,1572,3
2022-05-02,96,4613,0
2022-05-03,112,3474,2
2022-05-04,135,4034,2
2022-05-05,85,3630,2
2022-05-06,174,2805,0
2022-05-07,145,1620,1
2022-05-08,144,2281,2
2022-05-09,70,4206,2
2022-05-10,169,3792,1
2022-05-11,177,1633,0
2022-05-12,160,1270,0
2022-05-13,197,1389,0
2022-05-14,128,3045,0
2022-05-15,136,1575,2
2022-05-16,187,1625,1
2022-05-17,147,4784,3
2022-05-18,91,4916,3
2022-05-19,62,4340,2
2022-05-20,167,2386,0
2022-05-21,126,3737,1
2022-05-22,54,2618,3
2022-05-23,126,3008,2
2022-05-24,100,2519,2
2022-05-25,179,3361,1
2022-05-26,162,2974,3
2022-05-27,153,1492,3
2022-05-28,111,1054,1
2022-05-29,108,2940,0
2022-05-30,198,2365,2
2022-05-31,71,1734,2
2022-06-01,136,2841,2
2022-06-02,181,3846,2
2022-06-03,62,1643,0
2022-06-04,83,2767,1
2022-06-05,100,4441,3
2022-06-06,181,4152,1
2022-06-07,85,3305,1
2022-06-08,154,2795,2
2022-06-09,88,3588,3
2022-06-10,149,4476,1
2022-06-11,149,4194,1
2022-06-12,84,4520,1
2022-06-13,96,2308,1
2022-06-14,145,3733,2
2022-06-15,94,3254,1
2022-06-16,55,3918,0
2022-06-17,184,3351,3
2022-06-18,159,3306,1
2022-06-19,123,1790,3
2022-06-20,98,3288,2
2022-06-21,145,2911,2
2022-06-22,128,2547,0
2022-06-23,190,3776,0
2022-06-24,59,2509,3
2022-06-25,112,3281,0
2022-06-26,192,4366,3
2022-06-27,102,4658,2
2022-06-28,124,3293,0
2022-06-29,111,4251,3
2022-06-30,182,3313,0
2022-07-01,101,2016,2
2022-07-02,114,3188,0
2022-07-03,181,1679,3
2022-07-04,111,3524,1
2022-07-05,55,4794,2
2022-07-06,63,1568,2
2022-07-07,118,3293,1
2022-07-08,152,3684,3
2022-07-09,56,1481,1
2022-07-10,102,2248,0
2022-07-11,58,4505,1
2022-07-12,91,4763,1
2022-07-13,124,1007,0
2022-07-14,142,3994,2
2022-07-15,99,2351,0
2022-07-16,189,1177,2
2022-07-17,114,3927,2
2022-07-18,139,2735,0
2022-07-19,183,4215,3
2022-07-20,155,4558,3
2022-07-21,159,3861,0
2022-07-22,123,4699,2
2022-07-23,115,4054,3
2022-07-24,146,2379,1
2022-07-25,104,1582,2
2022-07-26,104,3943,3
2022-07-27,178,4950,3
2022-07-28,193,4699,0
2022-07-29,127,3352,1
2022-07-30,80,3444,1
2022-07-31,127,1428,1
2022-08-01,91,4466,2
2022-08-02,140,3031,1
2022-08-03,117,2127,3
2022-08-04,161,3973,1
2022-08-05,89,2172,2
2022-08-06,186,2777,1
2022-08-07,152,2130,2
2022-08-08,139,4237,1
2022-08-09,54,1596,3
2022-08-10,130,4139,3
2022-08-11,84,2392,1
2022-08-12,75,4176,0
2022-08-13,90,4521,3
2022-08-14,66,3747,3
2022-08-15,105,1332,1
2022-08-16,185,4209,2
2022-08-17,76,3014,1
2022-08-18,77,3626,1
2022-08-19,170,4653,0
2022-08-20,98,2134,1
2022-08-21,70,1969,0
2022-08-22,99,1571,1
2022-08-23,134,3682,1
2022-08-24,163,1019,2
2022-08-25,169,3109,2
2022-08-26,194,3461,1
2022-08-27,144,4740,0
2022-08-28,191,3882,2
2022-08-29,120,1073,3
2022-08-30,172,3502,1
2022-08-31,111,1477,1
2022-09-01,55,1595,0
2022-09-02,168,1306,0
2022-09-03,134,1038,1
2022-09-04,155,1106,2
2022-09-05,145,2675,0
2022-09-06,101,3088,1
2022-09-07,135,1385,0
2022-09-08,184,3207,0
2022-09-09,162,3106,2
2022-09-10,53,4276,2
2022-09-11,178,1381,2
2022-09-12,61,1846,2
2022-09-13,56,4791,2
2022-09-14,84,1919,1
2022-09-15,80,4326,0
2022-09-16,141,1421,0
2022-09-17,74,3260,3
2022-09-18,124,1665,0
2022-09-19,140,1112,3
2022-09-20,75,1206,0
2022-09-21,197,2532,2
2022-09-22,88,1195,3
2022-09-23,175,3646,2
2022-09-24,134,2697,1
2022-09-25,181,4813,3
2022-09-26,136,4131,3
2022-09-27,187,4898,1
2022-09-28,142,1010,3
2022-09-29,60,4380,3
2022-09-30,99,4800,2
2022-10-01,132,3226,3
2022-10-02,164,2934,1
2022-10-03,108,2368,1
2022-10-04,85,3125,0
2022-10-05,56,2195,2
2022-10-06,61,2881,0
2022-10-07,53,3042,1
2022-10-08,165,2137,0
2022-10-09,169,4393,1
2022-10-10,128,4339,3
2022-10-11,74,3544,2
2022-10-12,73,2754,3
2022-10-13,166,1437,1
2022-10-14,167,2529,2
2022-10-15,191,1481,0
2022-10-16,105,2594,2
2022-10-17,96,4845,1
2022-10-18,142,4134,0
2022-10-19,197,2304,2
2022-10-20,164,1986,3
2022-10-21,65,1671,3
2022-10-22,84,2596,0
2022-10-23,99,1940,3
2022-10-24,147,3006,3
2022-10-25,186,1886,1
2022-10-26,128,4373,1
2022-10-27,89,1910,1
2022-10-28,192,3638,2
2022-10-29,110,1398,0
2022-10-30,88,2896,2
2022-10-31,67,1923,2
2022-11-01,189,4471,3
2022-11-02,117,4358,2
2022-11-03,167,3754,2
2022-11-04,113,3894,0
2022-11-05,129,3223,0
2022-11-06,141,3989,3
2022-11-07,197,3777,0
2022-11-08,96,3641,0
2022-11-09,163,1745,2
2022-11-10,118,2099,1
2022-11-11,182,1478,3
2022-11-12,157,4074,1
2022-11-13,188,4385,0
2022-11-14,148,2006,1
2022-11-15,164,4150,1
2022-11-16,187,2482,1
2022-11-17,79,4512,1
2022-11-18,84,1592,1
2022-11-19,109,4462,2
2022-11-20,131,3839,2
2022-11-21,93,3871,3
2022-11-22,96,1594,1
2022-11-23,60,3287,2
2022-11-24,196,4700,2
2022-11-25,198,1506,3
2022-11-26,144,3784,1
2022-11-27,89,1430,1
2022-11-28,185,1870,1
2022-11-29,57,3159,3
2022-11-30,70,1762,0
2022-12-01,59,4675,2
2022-12-02,78,4559,2
2022-12-03,99,3041,1
2022-12-04,180,3234,0
2022-12-05,180,4616,0
2022-12-06,62,2439,1
2022-12-07,82,1138,0
2022-12-08,176,4606,3
2022-12-09,175,4585,2
2022-12-10,192,4254,3
2022-12-11,101,2841,0
2022-12-12,83,4294,0
2022-12-13,159,3476,2
2022-12-14,93,4516,3
2022-12-15,108,1105,1
2022-12-16,104,3422,3
2022-12-17,123,3018,1
2022-12-18,106,3521,2
2022-12-19,127,4722,1
2022-12-20,186,4037,3
2022-12-21,94,3301,3
2022-12-22,108,4779,0
2022-12-23,101,3974,2
2022-12-24,106,4993,0
2022-12-25,197,2998,3
2022-12-26,57,1644,1
2022-12-27,120,4837,1
2022-12-28,63,2529,0
2022-12-29,66,2035,1
2022-12-30,108,1329,2
2022-12-31,182,4543,0
2018-01-01,83,4828,2
2018-01-02,137,2963,0
2018-01-03,182,3629,0
2018-01-04,112,4764,3
2018-01-05,130,1288,3
2018-01-06,151,1526,3
2018-01-07,141,4295,1
2018-01-08,115,3244,0
2018-01-09,157,1611,3
2018-01-10,156,1548,3
2018-01-11,126,2011,3
2018-01-12,93,4034,2
2018-01-13,156,1093,3
2018-01-14,52,1645,0
2018-01-15,186,1026,3
2018-01-16,187,4126,3
2018-01-17,92,2034,2
2018-01-18,162,4677,2
2018-01-19,69,2653,3
2018-01-20,169,2087,3
2018-01-21,127,3075,2
2018-01-22,164,3743,0
2018-01-23,191,3721,2
2018-01-24,69,2503,2
2018-01-25,80,4907,3
2018-01-26,123,3473,3
2018-01-27,155,1152,2
2018-01-28,87,4511,0
2018-01-29,145,4083,1
2018-01-30,199,3129,2
2018-01-31,152,4915,3
2018-02-01,184,1252,1
2018-02-02,185,4980,3
2018-02-03,101,3908,1
2018-02-04,147,2892,2
2018-02-05,174,3999,2
2018-02-06,156,3632,1
2018-02-07,118,1271,3
2018-02-08,90,2200,0
2018-02-09,187,3368,0
2018-02-10,130,3925,1
2018-02-11,88,4746,3
2018-02-12,98,3716,1
2018-02-13,190,3473,3
2018-02-14,170,1573,2
2018-02-15,85,1659,0
2018-02-16,86,2099,3
2018-02-17,109,2302,1
2018-02-18,64,4297,0
2018-02-19,181,4464,2
2018-02-20,160,1942,0
2018-02-21,70,1941,0
2018-02-22,185,1865,2
2018-02-23,59,3900,1
2018-02-24,92,2327,2
2018-02-25,55,4269,2
2018-02-26,102,4007,1
2018-02-27,128,3598,1
2018-02-28,156,2419,3
2018-03-01,96,3516,1
2018-03-02,144,2976,1
2018-03-03,66,4274,3
2018-03-04,106,2871,0
2018-03-05,145,3373,2
2018-03-06,65,4025,2
2018-03-07,52,1622,3
2018-03-08,116,2867,3
2018-03-09,119,3001,2
2018-03-10,78,4211,0
2018-03-11,181,1610,2
2018-03-12,156,2808,3
2018-03-13,175,1879,2
2018-03-14,148,4814,3
2018-03-15,191,2958,1
2018-03-16,147,2355,3
2018-03-17,138,2009,1
2018-03-18,178,3249,3
2018-03-19,165,4311,1
2018-03-20,111,2063,3
2018-03-21,80,2613,1
2018-03-22,69,1848,3
2018-03-23,118,4650,1
2018-03-24,187,1345,2
2018-03-25,89,1406,0
2018-03-26,142,1729,1
2018-03-27,93,3388,2
2018-03-28,108,2401,2
2018-03-29,139,2834,0
2018-03-30,180,2123,1
2018-03-31,125,3391,1
2018-04-01,109,3126,1
2018-04-02,51,1965,3
2018-04-03,78,2598,2
2018-04-04,115,2439,1
2018-04-05,179,1774,0
2018-04-06,158,4134,2
2018-04-07,124,2516,0
2018-04-08,194,1126,2
2018-04-09,98,2302,1
2018-04-10,150,3059,3
2018-04-11,192,4935,1
2018-04-12,188,1733,1
2018-04-13,198,1479,0
2018-04-14,82,4973,1
2018-04-15,145,3962,0
2018-04-16,70,2189,3
2018-04-17,96,4093,2
2018-04-18,172,1384,1
2018-04-19,88,1330,0
2018-04-20,68,2717,3
2018-04-21,50,1488,3
2018-04-22,184,3237,3
2018-04-23,147,4615,1
2018-04-24,128,2212,2
2018-04-25,160,3707,0
2018-04-26,195,2533,0
2018-04-27,92,3560,2
2018-04-28,169,1629,3
2018-04-29,142,2016,1
2018-04-30,176,1001,2
2018-05-01,55,3791,2
2018-05-02,198,4394,2
2018-05-03,156,4304,1
2018-05-04,135,2359,3
2018-05-05,99,2185,1
2018-05-06,162,3871,1
2018-05-07,93,3825,3
2018-05-08,156,4057,3
2018-05-09,124,4396,3
2018-05-10,163,3873,0
2018-05-11,156,1394,1
2018-05-12,146,4560,1
2018-05-13,199,1591,2
2018-05-14,54,2702,0
2018-05-15,117,1936,0
2018-05-16,142,1324,0
2018-05-17,168,3135,3
2018-05-18,157,2548,0
2018-05-19,67,2642,0
2018-05-20,130,1547,1
2018-05-21,155,3597,0
2018-05-22,169,4345,1
2018-05-23,101,3495,3
2018-05-24,138,4747,2
2018-05-25,165,1040,1
2018-05-26,106,4258,0
2018-05-27,65,3459,0
2018-05-28,154,4189,3
2018-05-29,88,3323,3
2018-05-30,154,3041,2
2018-05-31,89,4134,1
2018-06-01,185,1798,1
2018-06-02,58,2495,2
2018-06-03,194,3516,0
2018-06-04,85,3272,1
2018-06-05,161,4407,1
2018-06-06,65,4910,0
2018-06-07,178,1488,2
2018-06-08,58,2341,0
2018-06-09,148,3417,3
2018-06-10,70,2175,0
2018-06-11,151,2499,3
2018-06-12,88,3766,3
2018-06-13,198,2084,2
2018-06-14,151,2657,1
2018-06-15,162,3937,3
2018-06-16,168,1061,1
2018-06-17,86,3884,3
2018-06-18,140,4752,2
2018-06-19,154,2747,2
2018-06-20,184,4799,3
2018-06-21,170,3513,0
2018-06-22,176,4413,2
2018-06-23,118,3248,2
2018-06-24,138,2941,1
2018-06-25,192,3223,1
2018-06-26,92,1137,1
2018-06-27,193,3613,3
2018-06-28,123,2216,2
2018-06-29,178,3086,3
2018-06-30,137,3427,0
2018-07-01,115,2838,1
2018-07-02,125,4255,1
2018-07-03,124,2768,1
2018-07-04,194,3251,1
2018-07-05,64,3803,1
2018-07-06,154,3020,1
2018-07-07,89,3327,3
2018-07-08,125,3966,0
2018-07-09,190,1911,0
2018-07-10,178,2459,0
2018-07-11,185,2053,0
2018-07-12,106,3442,2
2018-07-13,131,2477,1
2018-07-14,142,1305,1
2018-07-15,110,1010,2
2018-07-16,95,1922,0
2018-07-17,116,3281,1
2018-07-18,182,3184,1
2018-07-19,187,4554,0
2018-07-20,86,2093,2
2018-07-21,89,3359,3
2018-07-22,158,4552,2
2018-07-23,129,1277,3
2018-07-24,189,4690,2
2018-07-25,126,4469,1
2018-07-26,172,3540,1
2018-07-27,146,1213,0
2018-07-28,133,4426,2
2018-07-29,159,2446,2
2018-07-30,97,3129,0
2018-07-31,117,4517,3
2018-08-01,138,2536,0
2018-08-02,163,2707,0
2018-08-03,94,3779,2
2018-08-04,62,3534,3
2018-08-05,194,2945,0
2018-08-06,182,4035,3
2018-08-07,104,1754,0
2018-08-08,112,2781,1
2018-08-09,171,4978,1
2018-08-10,190,2927,1
2018-08-11,114,4867,0
2018-08-12,93,1689,3
2018-08-13,79,3477,0
2018-08-14,112,3276,3
2018-08-15,70,3763,0
2018-08-16,191,2612,1
2018-08-17,64,1287,2
2018-08-18,134,3157,1
2018-08-19,135,1020,3
2018-08-20,91,1485,3
2018-08-21,147,2576,1
2018-08-22,167,4199,2
2018-08-23,95,3599,0
2018-08-24,121,4943,3
2018-08-25,115,2952,3
2018-08-26,97,3531,3
2018-08-27,137,1206,0
2018-08-28,69,2535,2
2018-08-29,96,1530,3
2018-08-30,128,4186,2
2018-08-31,167,4848,0
2018-09-01,148,3751,0
2018-09-02,88,2220,1
2018-09-03,91,2929,0
2018-09-04,90,1797,2
2018-09-05,93,1769,1
2018-09-06,187,2085,3
2018-09-07,188,1857,2
2018-09-08,156,3995,1
2018-09-09,191,3979,0
2018-09-10,85,3104,0
2018-09-11,190,1383,0
2018-09-12,76,4116,3
2018-09-13,52,4661,3
2018-09-14,55,4265,1
2018-09-15,128,2760,2
2018-09-16,53,3074,3
2018-09-17,94,3338,0
2018-09-18,95,2751,0
2018-09-19,111,1479,1
2018-09-20,189,2982,0
2018-09-21,190,3283,3
2018-09-22,86,2066,3
2018-09-23,174,2225,0
2018-09-24,131,1218,2
2018-09-25,174,3769,3
2018-09-26,165,3495,3
2018-09-27,116,3987,0
2018-09-28,92,3611,3
2018-09-29,53,1567,1
2018-09-30,151,4672,3
2018-10-01,60,3184,1
2018-10-02,196,4365,2
2018-10-03,163,3585,1
2018-10-04,110,2801,0
2018-10-05,137,2451,0
2018-10-06,127,2563,0
2018-10-07,176,1958,1
2018-10-08,165,3027,2
2018-10-09,173,4223,1
2018-10-10,123,3214,0
2018-10-11,165,3427,3
2018-10-12,186,4860,0
2018-10-13,181,1950,2
2018-10-14,132,3376,0
2018-10-15,178,3430,3
2018-10-16,166,3182,0
2018-10-17,152,2905,1
2018-10-18,137,2588,0
2018-10-19,99,2622,2
2018-10-20,128,1378,1
2018-10-21,112,4764,1
2018-10-22,186,3512,2
2018-10-23,165,3466,0
2018-10-24,107,3707,1
2018-10-25,150,4162,0
2018-10-26,85,1680,3
2018-10-27,114,3158,1
2018-10-28,129,1611,1
2018-10-29,159,2609,0
2018-10-30,172,2149,3
2018-10-31,95,1376,0
2018-11-01,190,3351,3
2018-11-02,95,1675,1
2018-11-03,154,3288,2
2018-11-04,63,4921,0
2018-11-05,161,4691,3
2018-11-06,157,4377,2
2018-11-07,192,3853,2
2018-11-08,110,1673,3
2018-11-09,196,1390,1
2018-11-10,76,1318,3
2018-11-11,55,3241,0
2018-11-12,172,4070,3
2018-11-13,78,3817,2
2018-11-14,143,4042,2
2018-11-15,179,2118,3
2018-11-16,118,1514,2
2018-11-17,98,2982,2
2018-11-18,174,2620,1
2018-11-19,164,1528,3
2018-11-20,153,1005,0
2018-11-21,157,3797,3
2018-11-22,191,2590,3
2018-11-23,83,3113,1
2018-11-24,165,4553,3
2018-11-25,117,4136,3
2018-11-26,168,3782,0
2018-11-27,110,2534,2
2018-11-28,141,3888,1
2018-11-29,168,1385,2
2018-11-30,197,1344,3
2018-12-01,189,3409,3
2018-12-02,82,3803,0
2018-12-03,167,3033,0
2018-12-04,178,1877,2
2018-12-05,150,3182,1
2018-12-06,125,3125,3
2018-12-07,145,1795,3
2018-12-08,52,1834,0
2018-12-09,151,1676,0
2018-12-10,98,2955,1
2018-12-11,60,1254,3
2018-12-12,196,3853,1
2018-12-13,93,4526,0
2018-12-14,142,2383,2
2018-12-15,163,1784,1
2018-12-16,171,2094,2
2018-12-17,77,4949,0
2018-12-18,88,2876,2
2018-12-19,51,3973,0
2018-12-20,178,4957,1
2018-12-21,179,4780,0
2018-12-22,78,1925,0
2018-12-23,131,2381,0
2018-12-24,152,3937,3
2018-12-25,132,1171,2
2018-12-26,158,2598,2
2018-12-27,87,3756,2
2018-12-28,190,1085,0
2018-12-29,188,3352,1
2018-12-30,149,3943,2
2018-12-31,169,3764,2
2019-01-01,137,3415,3
2019-01-02,140,2466,0
2019-01-03,121,2883,0
2019-01-04,88,4640,1
2019-01-05,62,1050,0
2019-01-06,194,2791,1
2019-01-07,106,1252,1
2019-01-08,75,1237,1
2019-01-09,177,3714,3
2019-01-10,110,1685,1
2019-01-11,95,2779,0
2019-01-12,109,3231,0
2019-01-13,109,2491,0
2019-01-14,131,4932,3
2019-01-15,154,4308,1
2019-01-16,96,3958,2
2019-01-17,97,2024,0
2019-01-18,193,1518,2
2019-01-19,199,1899,1
2019-01-20,182,2466,0
2019-01-21,100,2469,0
2019-01-22,88,4216,1
2019-01-23,77,3411,0
2019-01-24,75,2138,3
2019-01-25,73,3370,2
2019-01-26,114,2613,3
2019-01-27,68,1590,1
2019-01-28,151,3925,1
2019-01-29,106,3699,2
2019-01-30,96,1542,2
2019-01-31,103,1923,1
2019-02-01,71,3302,0
2019-02-02,182,4825,3
2019-02-03,65,2470,1
2019-02-04,135,3213,2
2019-02-05,131,2874,0
2019-02-06,138,3605,2
2019-02-07,120,2161,2
2019-02-08,98,4099,2
2019-02-09,107,4981,3
2019-02-10,53,1286,2
2019-02-11,167,2301,2
2019-02-12,122,2116,1
2019-02-13,180,2145,0
2019-02-14,128,3852,1
2019-02-15,60,2141,1
2019-02-16,53,2796,3
2019-02-17,157,2582,0
2019-02-18,147,1013,0
2019-02-19,161,1806,3
2019-02-20,114,1276,3
2019-02-21,81,1078,0
2019-02-22,115,3188,1
2019-02-23,94,3000,1
2019-02-24,137,2313,1
2019-02-25,50,4945,1
2019-02-26,65,1925,2
2019-02-27,163,3617,3
2019-02-28,115,3208,2
2019-03-01,101,4970,3
2019-03-02,170,3701,1
2019-03-03,63,2062,0
2019-03-04,158,3287,2
2019-03-05,99,1931,2
2019-03-06,103,3367,1
2019-03-07,196,2279,1
2019-03-08,142,2273,0
2019-03-09,63,4045,2
2019-03-10,122,3400,3
2019-03-11,153,3970,2
2019-03-12,60,1752,2
2019-03-13,139,2939,0
2019-03-14,116,1994,1
2019-03-15,151,2636,1
2019-03-16,173,1918,0
2019-03-17,70,3348,0
2019-03-18,186,2416,1
2019-03-19,75,4983,0
2019-03-20,79,2311,3
2019-03-21,65,2643,0
2019-03-22,109,2566,0
2019-03-23,89,1740,2
2019-03-24,165,2316,0
2019-03-25,174,1469,2
2019-03-26,155,2999,3
2019-03-27,130,3356,1
2019-03-28,173,1095,2
2019-03-29,65,4645,2
2019-03-30,92,1036,1
2019-03-31,88,1344,2
2019-04-01,98,1362,3
2019-04-02,91,1550,0
2019-04-03,76,1212,0
2019-04-04,192,3798,3
2019-04-05,142,2627,3
2019-04-06,126,1261,1
2019-04-07,98,2991,0
2019-04-08,145,1665,0
2019-04-09,105,1311,1
2019-04-10,187,4214,0
2019-04-11,155,4305,0
2019-04-12,127,4814,0
2019-04-13,110,1771,3
2019-04-14,167,1097,0
2019-04-15,133,3069,0
2019-04-16,196,1094,1
2019-04-17,172,1535,0
2019-04-18,121,2622,2
2019-04-19,157,4770,0
2019-04-20,134,4279,2
2019-04-21,118,3497,0
2019-04-22,86,2390,3
2019-04-23,184,3106,1
2019-04-24,162,4554,0
2019-04-25,85,2617,2
2019-04-26,97,1630,1
2019-04-27,156,2103,0
2019-04-28,151,3093,3
2019-04-29,81,3280,0
2019-04-30,68,4806,1
2019-05-01,127,2993,2
2019-05-02,107,3614,0
2019-05-03,82,3645,3
2019-05-04,180,4603,1
2019-05-05,116,1552,0
2019-05-06,93,3462,1
2019-05-07,116,1695,3
2019-05-08,91,4937,1
2019-05-09,77,2008,0
2019-05-10,115,1799,0
2019-05-11,114,1236,1
2019-05-12,62,1774,3
2019-05-13,96,1380,3
2019-05-14,102,1406,2
2019-05-15,130,1855,0
2019-05-16,149,2720,1
2019-05-17,154,3813,0
2019-05-18,197,3139,3
2019-05-19,80,1241,0
2019-05-20,133,4975,0
2019-05-21,126,4119,1
2019-05-22,128,1016,3
2019-05-23,117,1890,0
2019-05-24,122,2568,1
2019-05-25,139,2578,2
2019-05-26,57,3385,0
2019-05-27,114,2567,3
2019-05-28,114,2093,0
2019-05-29,170,3174,3
2019-05-30,135,1048,0
2019-05-31,135,4530,3
2019-06-01,107,2919,2
2019-06-02,91,3070,3
2019-06-03,51,3693,3
2019-06-04,80,2204,0
2019-06-05,103,2937,3
2019-06-06,195,4103,3
2019-06-07,148,3777,2
2019-06-08,147,2359,1
2019-06-09,110,4667,0
2019-06-10,92,2169,1
2019-06-11,109,2070,2
2019-06-12,71,4576,3
2019-06-13,121,1554,1
2019-06-14,199,1066,2
2019-06-15,170,2541,3
2019-06-16,188,4027,1
2019-06-17,78,1950,3
2019-06-18,107,2308,0
2019-06-19,83,1086,2
2019-06-20,150,4496,3
